Name,Brand,Decade,Image.src,Find more here
Christmas Tree Lamps Lights America Guild Delga (1948),Decorative Lights Guild of America,1940,http://file.vintageadbrowser.com/rgmsuu0sm538zx.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
"Dimple Scotch ""The Spirit of Christmas"" Nice Uk (1974)",Dimple,1970,http://file.vintageadbrowser.com/j2hwc201h5lsfk.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
Dixie Cups Christmas Santa Claus (1958),Dixie Cups,1950,http://file.vintageadbrowser.com/k1elotw4xvxxjg.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Dominion Ten Canadian Whiskey Christmas (1953),Dominion Ten,1950,http://file.vintageadbrowser.com/3bbwww1jhyfbv2.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/3
Dorothy Gray – For a lovely lady’s Christmas (1934),Dorothy Gray,1930,http://file.vintageadbrowser.com/lodnyagxnuwuc9.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
"Old , Dow Chemical, Xmas Town Sqr (1939)",Dow Chemicals,1930,http://file.vintageadbrowser.com/gk33m0deqye7qt.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/2
North Pole Santa Elves Toy Christmas Dow Art (1951),Dow Chemicals,1950,http://file.vintageadbrowser.com/l6ozz4wd7e67ke.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Du Barry Christmas Gifts (1962),Du Barry,1960,http://file.vintageadbrowser.com/3tibaxdppqjr0k.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Allen B. DuMont Laboratorie’s various – For Christmas this Year – What Finer Gift? (1947),DuMont,1940,http://file.vintageadbrowser.com/da58b3xvqahw1e.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
"Old , Elgin Watch, for Christmas (1938)",Elgin Watch,1930,http://file.vintageadbrowser.com/v36y7nrwk18qca.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/2
"Old , Elgin Watches for Christmas (1949)",Elgin Watch,1940,http://file.vintageadbrowser.com/salpklo1ibg7h0.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Elgin Holiday – Cleveland Indians Lou Boudreau – Sold (1949),Elgin Watch,1940,http://file.vintageadbrowser.com/wstl70fkwghjve.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Elgin Watch Company Christmas – Sold (1940),Elgin Watch,1940,http://file.vintageadbrowser.com/tens85r1bujpji.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Elizabeth Taylor Photo Elgin Watches (7) Xmas (1949),Elgin Watch,1940,http://file.vintageadbrowser.com/wx1ransdfczejb.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
Elizabeth Arden – Blue Grass...for a heart stirring Christmas (1944),Elizabeth Arden,1940,http://file.vintageadbrowser.com/ig1z0smug5asq8.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Elizabeth Arden – Is it Christmas in your Heart? (1945),Elizabeth Arden,1940,http://file.vintageadbrowser.com/14c5s6ab9v204l.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Elizabeth Arden – This Christmas make a woman happy (1944),Elizabeth Arden,1940,http://file.vintageadbrowser.com/tjlxnwc44128p6.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/12
"Esquire, Boot Footman for Xmas (1949)",Esquire,1940,http://file.vintageadbrowser.com/2vlr1gxj4ngwns.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Esterbrook Pen – Christmas with the right p (1949),Esterbrook Pen,1940,http://file.vintageadbrowser.com/1okxo80awsiwr5.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Esterbrook Pen Christmas – Choose The Right Point (1948),Esterbrook Pen,1940,http://file.vintageadbrowser.com/i0yzz2taztln24.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Kimberly Pockette Pen Christmas by Eversharp (1948),Eversharp,1940,http://file.vintageadbrowser.com/7uhl6dgyqufv8h.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Christmas FTD Florist Poinsettia Flowers Choir (1952),FDT Florist,1950,http://file.vintageadbrowser.com/pnf7v0qnlyi6ow.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
"Ftd Florist’s, Christmas (1949)",FDT Florist,1940,http://file.vintageadbrowser.com/jtsvaxchgp838h.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
"Say It With Flowers, Ftd, Xmas (1919)",FDT Florist,1910,http://file.vintageadbrowser.com/q2ghjsr975icxp.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
"Federal Theatre Marionettes present ""A Christmas carol"". (1936)",Federal Theatre,1930,http://file.vintageadbrowser.com/u439tsm600hts2.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/3
Firestone Christmas Toyland 2 pg (1952),Firestone,1950,http://file.vintageadbrowser.com/xb1r2bdymwvv44.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
Firestone Tires Christmas Santa Vintage Art (1926),Firestone,1920,http://file.vintageadbrowser.com/l44xdtzxf1dtm1.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
Florida East Coast Railway’s Troop Transportation – This Year He’s Coming Home for Christmas (1945),Florida East Coast Railway’s Troop Transportation,1940,http://file.vintageadbrowser.com/u3w6xxn505kr24.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/15
Ford Motor Company Christmas – Grandfather’s House (1952),Ford Motor Company,1950,http://file.vintageadbrowser.com/yiv2kmykp1c3cy.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
Four Roses,Four Roses,1930,http://file.vintageadbrowser.com/4jxjxrukqlwcvx.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/3
Four Roses Christmas – Snowy Bell & Roses (1949),Four Roses,1940,http://file.vintageadbrowser.com/y43z8hb58asy99.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Four Roses Christmas – Sold (1948),Four Roses,1940,http://file.vintageadbrowser.com/fd440mstx6kb1u.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Four Roses Whiskey – Holiday Sleigh (1952),Four Roses,1950,http://file.vintageadbrowser.com/077rya34y8qy2m.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
Four Roses Whiskey Christmas Decanter Baccarat (1965),Four Roses,1960,http://file.vintageadbrowser.com/ckkc3d6idkdpqm.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
French Line’s Christmas New Year’s Cruise – Book Now for the gay Christmas and New Year’s Cruise aboard the largest ship in cruise service-the Ile de France (1954),French Line,1950,http://file.vintageadbrowser.com/xs4v2h1ittrdbb.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Frisco Railroad – Santa Claus (1948),Frisco Railroad,1940,http://file.vintageadbrowser.com/h7fkm4f3zqjh1y.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Garod Electronics Corporation’s Radio – Give a Garod this Christmas... (1947),Garod Electronics,1940,http://file.vintageadbrowser.com/lb0mz11xlg9awk.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Gates Potteries Teco Lamp Vases (1905),Gates Potteries,1900,http://file.vintageadbrowser.com/7p3ixsh9tyaezs.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
"Ge Triple Whip Mixer, Christmas (1949)",General Electric,1940,http://file.vintageadbrowser.com/zrhe0e58btfj4c.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
"Ge, Daylight Tv, Christmas (1949)",General Electric,1940,http://file.vintageadbrowser.com/zxxmmzx74y3k6y.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
General Electric Christmas (1948),General Electric,1940,http://file.vintageadbrowser.com/48arlok1s87ccj.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
General Electric Christmas Lights (1949),General Electric,1940,http://file.vintageadbrowser.com/eb3jsgojos50za.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
General Electric Company’s Various – More for your Christmas money (1948),General Electric,1940,http://file.vintageadbrowser.com/8baiy4g7jwy5du.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Musaphonic-General Electric’s Radio – Christmas... by Electronics (1943),General Electric,1940,http://file.vintageadbrowser.com/vgpbepexlattc1.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
1963,General Electric,1960,http://file.vintageadbrowser.com/vx0vbutmx2oyzi.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
General Motors Body by Fisher Christmas (1949),General Motors,1940,http://file.vintageadbrowser.com/ar9dmsr8s7igx1.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
GM Body By Fisher Christmas – Pontiac (1940),General Motors,1940,http://file.vintageadbrowser.com/1ye2dlg082ybdq.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/3
Christmas Santa Claus Art General Tire (1940),General Tire,1940,http://file.vintageadbrowser.com/l5tkzq1lon1ios.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
General Tire & Rubber Company’s War Bonds – He knows why this Christmas all of us should Give War Bonds (1943),General Tire,1940,http://file.vintageadbrowser.com/go6jlx7vbyxi06.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
General Tire & Rubber Company’s War Bonds – This Christmas – GIVE WAR BONDS (1943),General Tire,1940,http://file.vintageadbrowser.com/drjz3bkogndnr4.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/11
Gibson Christmas Cards Ad Lucia Art (1952),Gibson,1950,http://file.vintageadbrowser.com/lqrai8jtw4s1vi.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/7
Gibson Christmas Cards Lucia Art (1953),Gibson,1950,http://file.vintageadbrowser.com/5zzeihf3b6b38l.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/6
Gillette Safety Razor Christmas Gift Pack Ad C (1925),Gilette,1920,http://file.vintageadbrowser.com/7flgeghlqxcc3n.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/3
Gilfillan’s Radar Landing System – Operation Christmas (1949),Gilfillan,1940,http://file.vintageadbrowser.com/prc4yi5tfbs8fo.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/4
Mr Scrooge Christmas Glenlivet Scotch Whisky (1986),Glenlivet,1980,http://file.vintageadbrowser.com/48bt8x5alwxhb2.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Goodyear – Thanksgiving Day Parade – Sold (1948),Goodyear,1940,http://file.vintageadbrowser.com/c9gjww4bofb4ea.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
Christmas Got Milk Ornament (1997),Got Milk,1990,http://file.vintageadbrowser.com/x9cfzua5hvznzb.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
"Greyhound – ""I’ll be Home for Christmas!"" (1945)",Greyhound,1940,http://file.vintageadbrowser.com/8b6fwd4jsdd61p.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/12
"Greyhound Bus Ad ""Give Him Your Christmas... (1942)",Greyhound,1940,http://file.vintageadbrowser.com/5l0n4a18x6hnl6.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Gruen Asst Watch Print Christmas Sleigh (1949),Gruen,1940,http://file.vintageadbrowser.com/cd96t197nxjxqr.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/2
"Old , Gruen Watches for Christmas (1949)",Gruen Watches,1940,http://file.vintageadbrowser.com/wz28i109u7isth.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/13
Guckenheimer Whiskey Christmas – Since 1857 (1948),Guckenheimer,1940,http://file.vintageadbrowser.com/lw865druuov7wk.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/15
Guerlain Shalimar Perfume Christmas Santa (1963),Guerlain,1960,http://file.vintageadbrowser.com/ogvoxps4v90zio.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
H. O’Neill & Co.’s books – Christmas 1900 Gift Book (1900),H. O’Neill & Co.,1900,http://file.vintageadbrowser.com/svha7g8wseop5l.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Hallmark Cards Christmas Cards Albums. (1953),Hallmark,1950,http://file.vintageadbrowser.com/cit2yb25p16iq3.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/3
Hallmark Christmas Cards Ad Winston Churchill (1950),Hallmark,1950,http://file.vintageadbrowser.com/dbcjj9rktg37fi.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
Hamilton Watch Christmas – Extra Special (1947),Hamilton Watches,1940,http://file.vintageadbrowser.com/ddp5xdtplylplq.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Hamilton Watch Christmas – To Jim (1948),Hamilton Watches,1940,http://file.vintageadbrowser.com/7z8gdcheu78kk5.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
Hamilton Watch Christmas – To Peggy (1948),Hamilton Watches,1940,http://file.vintageadbrowser.com/b0mxzj5yeeq26c.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/7
Hamilton Watch Holiday – 2 Pages (1949),Hamilton Watches,1940,http://file.vintageadbrowser.com/trckjb0uzopmod.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/9
Hamilton Watches (1936),Hamilton Watches,1930,http://file.vintageadbrowser.com/3k08ymdq72az4e.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/3
"Hamilton Watches Christmas ""express your love"" (1952)",Hamilton Watches,1950,http://file.vintageadbrowser.com/6azdub4m9ok5n0.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
Hamilton Watches for Christmas (1949),Hamilton Watches,1940,http://file.vintageadbrowser.com/8arbhycnycpadi.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/15
Hardware Mutual Casualty Christmas – Merry Christmas Daddy (1951),Hardware Mutual,1950,http://file.vintageadbrowser.com/3b7q2ps6e8iupf.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/4
Havana Cigars – Christmas Gift Suggestion (1935),Havana Cigars,1930,http://file.vintageadbrowser.com/50xkz1qwwshrn3.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/3
Hennessey Cognac Brandy Xmas (1939),Hennessey,1930,http://file.vintageadbrowser.com/3xik2y22fpr0gq.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
Hewlett Packard – Santa Claus (1997),Hewlett Packard,1990,http://file.vintageadbrowser.com/6sh6heef7ck7nd.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
Hiram Walker’s Cordials The night before Christmas (1962),Hiram Walker's,1960,http://file.vintageadbrowser.com/hcm8hkj55yzqxf.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
Hires Root Beer Christmas Gift Wrap Husband Wife (1946),Hires,1940,http://file.vintageadbrowser.com/2z4try7i298pix.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/10
Old Taylor Holiday – National Distillers (1949),Old Taylor,1940,http://file.vintageadbrowser.com/224qyucrfpjnnl.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/6
Hoover appliances. Ho Ho Hoover Christmas Santa theme (1969),Hoover,1960,http://file.vintageadbrowser.com/on53gdcbxb24ou.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
International Harvester heavy-duty trucks (1939),International Harvester,1930,http://file.vintageadbrowser.com/4e8nhcmfi6jx7i.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/2
Intervowen Socks,Interwoven,1920,http://file.vintageadbrowser.com/gj4pbw3vgpm0wc.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
IT&T Capehart Television – Santa Claus (1949),IT&T,1940,http://file.vintageadbrowser.com/sogeemw2fthr14.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/8
Italian Airline’s Italy – Fly LAI to Italy for the Christmas Holidays (1953),Italian Airline,1950,http://file.vintageadbrowser.com/8qy81fckzxvqnu.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/2
"J.e. Caldwell Jewelers, Xmas (1964)",J.E. Caldwell,1960,http://file.vintageadbrowser.com/ku879ah8mcd7ur.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
Jack Daniel’s – a bottle for Christmas (1998),Jack Daniel’s,1990,http://file.vintageadbrowser.com/f9qh00x9gzwrt9.jpg,http://www.vintageadbrowser.com/xmas-ads-1990s
Jack Daniel’s – Christmas Trees (1986),Jack Daniel’s,1980,http://file.vintageadbrowser.com/wx986vx6iqf7sl.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Jack Daniel’s Christmas Tree From Near Woods (1986),Jack Daniel’s,1980,http://file.vintageadbrowser.com/hvjj4t1d33qg7p.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s
Jack Daniel’s Whiskey Christmas Tree Trimming (1989),Jack Daniel’s,1980,http://file.vintageadbrowser.com/l80x0xas9phdvx.jpg,http://www.vintageadbrowser.com/xmas-ads-1980s/2
"Old , Jantzen Sweaters, Christmas (1949)",Jantzen,1940,http://file.vintageadbrowser.com/5kbfiq0uvsegff.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Jell-o for Santa Christmas Jello (1956),Jell-o,1950,http://file.vintageadbrowser.com/jh9jjw19b1dhte.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
’71 Jerry Silverman Santa Christmas Gahan Wilson art (1971),Jerry Silverman,1970,http://file.vintageadbrowser.com/3y95e0tx363836.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
1941 (2),Jerry Silverman,1940,http://file.vintageadbrowser.com/t1l8kp64q6ebgv.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
"Jewelite Hair Brushes, Xmas (1949)",Jewelite,1940,http://file.vintageadbrowser.com/37zuddzop5j0lv.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
"Johnnie Walker ""May Your Christmases Be Black"" (1977)",Johnnie Walker,1970,http://file.vintageadbrowser.com/o9uttcvyooh7jv.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Johnnie Walker BL Scotch Christmas Exception (1977),Johnnie Walker,1970,http://file.vintageadbrowser.com/3v959dksl7qv7v.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Johnnie Walker Black Wild Christmas Tree (1979),Johnnie Walker,1970,http://file.vintageadbrowser.com/4nrcxu0b3amk0a.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s/2
Johnnie Walker Red Christmas – Santa’s lost weight. (1977),Johnnie Walker,1970,http://file.vintageadbrowser.com/zqespkyhekq2l4.jpg,http://www.vintageadbrowser.com/xmas-ads-1970s
Johnnie Walker Scotch Christmas Wreath (1949),Johnnie Walker,1940,http://file.vintageadbrowser.com/mdpkwz44wmdcrp.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Johnston’s,Johnston’s,1920,http://file.vintageadbrowser.com/07nrsu1walb5y5.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/3
Johnston’s Chocolate Candy (1925),Johnston’s,1920,http://file.vintageadbrowser.com/gojy2nu7zsy1d6.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/3
JR Watkins Products Dealer Christmas Santa (1953),JR Watkins,1950,http://file.vintageadbrowser.com/88xas6gwndjyty.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Kaywoodie Tobacco Pipe Pipes Christmas Theme (1953),Kaywoodie,1950,http://file.vintageadbrowser.com/9vlmqilzqh0tfp.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Kellog’s Rice Krispies,Kellog’s,1930,http://file.vintageadbrowser.com/2paisfsrna9gbf.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s
Christmas Present Shopping Santa Kelly Tires (1946),Kelly Tires,1940,http://file.vintageadbrowser.com/v1ecsusz7vvjbq.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/14
Kentucky Tavern Christmas – Gifts of Good Taste (1949),Kentucky Tavern,1940,http://file.vintageadbrowser.com/5z4xbrue4u3s25.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/5
Kentucky Tavern Whiskey – Holiday Snowman (1951),Kentucky Tavern,1950,http://file.vintageadbrowser.com/n6wknlbu8ozr8f.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
"Kentucky Tavern Whiskey, Xmas (1952)",Kentucky Tavern,1950,http://file.vintageadbrowser.com/1i9wepvjdpna0u.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
"Kentucky Tavern, Christmas (1956)",Kentucky Tavern,1950,http://file.vintageadbrowser.com/nvc25derxg4pla.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/10
"Kenwood Chef, Mixers, Processors, Kitchens Gadgets Christmas Presents, UK (1930)",Kenwood,1930,http://file.vintageadbrowser.com/r50iqn8welkxo5.jpg,http://www.vintageadbrowser.com/xmas-ads-1930s/2
Knox Gelatin Holiday – Fruit-Nog Mix Recipe Ideas (1957),Knox,1950,http://file.vintageadbrowser.com/hfqmlijcn8f441.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/9
Knox Mens Hat for Christmas (1947),Knox,1940,http://file.vintageadbrowser.com/etvkjeth8yltvb.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s/16
Eastman Kodak Christmas – Photomicrograph of Snowflake (1947),Kodak,1940,http://file.vintageadbrowser.com/yesg0gjqbs7gf0.jpg,http://www.vintageadbrowser.com/xmas-ads-1940s
Eastman Kodak Co Rochester NY Christmas theme (1964),Kodak,1960,http://file.vintageadbrowser.com/kahu7ncz2o0oqo.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/2
Eastman Kodak Company Give and take christmas. Movie cameras and projectors (1959),Kodak,1950,http://file.vintageadbrowser.com/eeswkj8b1pnfz3.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/5
Kodak – A Christmas Morning Kodak,Kodak,1910,http://file.vintageadbrowser.com/d6a6g90q31otm4.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
Kodak – A Christmas Morning Kodak (1904),Kodak,1900,http://file.vintageadbrowser.com/e5xhqwg32unjhg.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak – A happy Christmas thought – Kodak (1916),Kodak,1910,http://file.vintageadbrowser.com/oxuro4d48izjhy.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
Kodak – A Kodak Christmas (1919),Kodak,1910,http://file.vintageadbrowser.com/pka1azbw8zdldb.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
Kodak – A new model Kodak-and just in time for Christmas (1922),Kodak,1920,http://file.vintageadbrowser.com/v5e9cwbc9phlm5.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
Kodak – Among the Christmas Gifts (1920),Kodak,1920,http://file.vintageadbrowser.com/qrb0hwf2e8fq4r.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
Kodak – For Christmas – your photograph. (1915),Kodak,1910,http://file.vintageadbrowser.com/63tt8v7gd2kc9v.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
"Kodak – For Christmas Morning, A Kodak (1914)",Kodak,1910,http://file.vintageadbrowser.com/giyxeybzypa7x1.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
"Kodak – For every boy or girl, there’s a Merry Christmas in the Kodak Box. (1906)",Kodak,1900,http://file.vintageadbrowser.com/bj82e4gjt47il0.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak – Her Christmas Kodak (1922),Kodak,1920,http://file.vintageadbrowser.com/0qr5e6d83r9sap.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
Kodak – Keep Christmas with a Kodak (1922),Kodak,1920,http://file.vintageadbrowser.com/hxf273nel9omed.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
Kodak – Keep the Christmas Story with a Kodak (1921),Kodak,1920,http://file.vintageadbrowser.com/w4qp06e1v9dm3x.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
Kodak – Kodak – the gift that helps to make her Christmas merry... (1919),Kodak,1910,http://file.vintageadbrowser.com/fl3pbvg3ycodkx.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
Kodak – Kodak and Brownie Cameras Help to Make the Christmas Merry (1901),Kodak,1900,http://file.vintageadbrowser.com/ve11m3kf04rmxx.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s/2
Kodak – Kodaks For Christmas,Kodak,1910,http://file.vintageadbrowser.com/e3n2jwdtv6uk2m.jpg,http://www.vintageadbrowser.com/xmas-ads-1910s
Kodak – Let the Children Put Kodak on That Christmas List (1909),Kodak,1900,http://file.vintageadbrowser.com/d5c3k8ajdi0hs8.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s/2
Kodak – Let your Kodak keep the Christmas Story (1921),Kodak,1920,http://file.vintageadbrowser.com/q4yzi80evqmrs9.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
Kodak – Take a Kodak home for Christmas (1900),Kodak,1900,http://file.vintageadbrowser.com/ai9hmyhgtof19a.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s/2
Kodak – The Kodak Christmas (1900),Kodak,1900,http://file.vintageadbrowser.com/g6fuwlldpg6fu0.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak – The Kodak Christmas Merriest Christmas (1900),Kodak,1900,http://file.vintageadbrowser.com/u8zytz46iocvn1.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak – The Kodak Christmas Story (1907) (1),Kodak,1900,http://file.vintageadbrowser.com/bvsoi7nj86oytd.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak – The Kodak Christmas Story (1907) (2),Kodak,1900,http://file.vintageadbrowser.com/wl4b05ow8x5sma.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak – The Most Sensible Xmas Or New Year Gift (1906),Kodak,1900,http://file.vintageadbrowser.com/b7pv0ucanlfle2.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak – This Christmas your photograph – the only gift that only you can make. (1922),Kodak,1920,http://file.vintageadbrowser.com/9hx77riv8o1sak.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s
Kodak Brownie Movie Camera Christmas – Gift Flash (1951),Kodak,1950,http://file.vintageadbrowser.com/ta98s74r21f3q0.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
Kodak Cameras for Christmas Holiday (1952),Kodak,1950,http://file.vintageadbrowser.com/pk0tjlmukvs52t.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s
Kodak Instamatic Cameras Christmas – Santa Claus – Sold (1969),Kodak,1960,http://file.vintageadbrowser.com/2n1mxs9bw5r6gq.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s
"Kodak’s ""Your Christmas guide to the finest gifts from (1963)",Kodak,1960,http://file.vintageadbrowser.com/tsu83qjocawdpe.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
"Kodak’s Brownie cameras – ""It Works Like A Kodak."" Brownies For Christmas (1903)",Kodak,1900,http://file.vintageadbrowser.com/zm17y3m6oclweb.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s/2
Kodak’s Brownie cameras – A Brownie for Christmas (1922),Kodak,1920,http://file.vintageadbrowser.com/az6c7kzqmkdxc8.jpg,http://www.vintageadbrowser.com/xmas-ads-1920s/2
Kodak’s Brownie cameras – Brownies For Christmas (1903),Kodak,1900,http://file.vintageadbrowser.com/0ol4g5jnms36tt.jpg,http://www.vintageadbrowser.com/xmas-ads-1900s
Kodak’s Christmas 1964 (1964),Kodak,1960,http://file.vintageadbrowser.com/diiwqnqzm3v15e.jpg,http://www.vintageadbrowser.com/xmas-ads-1960s/3
Kodak’s Christmas gifts for 1958 (1958),Kodak,1950,http://file.vintageadbrowser.com/7ynzieg1r07qyq.jpg,http://www.vintageadbrowser.com/xmas-ads-1950s/8
