ID,Name,Ownership Type,Phone Number,Address,City,County,Zip,Coordinates,State,Image,Regular hours,Saturday Openint TImes,Sunday Opening Times,24-Hour Service,Starbucks Reserve-Clover Brewed,Oven-Warmed Food,Free Wi-Fi,Verismo System,Mobile Payment,Digital Rewards,La Boulange,Fizzio Handcrafted Sodas,Drive-Thru,Link
13948,El Camino & El Camino Way,Company Owned,650-843-1376,"4131 El Camino Real, 943064089  Santa Clara County, California",Palo Alto - Santa Clara County,Santa Clara County,943064089,"37.41356,-122.125534",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.41356,-122.125534&fov=90&heading=235&pitch=10",5:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/13948/us
12317,El Camino & Lawrence - Santa Clara,Company Owned,408-296-5078,"3605 El Camino Real, 950512605  Santa Clara County, California",Santa Clara - Santa Clara County,Santa Clara County,950512605,"37.352947,-121.997329",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.352947,-121.997329&fov=90&heading=235&pitch=10",5:00 AM to 1:30 AM,5:00 AM to 1:30 AM,5:00 AM to 1:30 AM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/12317/us
15682,El Camino & Mathilda,Company Owned,408-736-6859,"332 W. El Camino Real, 940871306  Santa Clara County, California",Sunnyvale - Santa Clara County,Santa Clara County,940871306,"37.368438,-122.035485",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.368438,-122.035485&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/15682/us
17902,"El Camino & Santa Cruz, Atascadero",Company Owned,805-460-9354,"925 El Camino Real, 934221424  San Luis Obispo County, California",Atascadero - San Luis Obispo County,San Luis Obispo County,934221424,"35.526204,-120.702712",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=35.526204,-120.702712&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17902/us
11080,El Camino & Sneath - San Bruno,Company Owned,650-872-0348,"1212 El Camino Real, 940661312  San Mateo County, California",San Bruno - San Mateo County,San Mateo County,940661312,"37.635351,-122.420304",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.635351,-122.420304&fov=90&heading=235&pitch=10",4:00 AM to 3:45 AM,4:00 AM to 3:45 AM,4:00 AM to 3:45 AM,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/11080/us
13359,El Camino & Truxel - Natomas,Company Owned,916-927-9391,"1560-B West El Camino Blvd, 958331946  Sacramento County, California",Sacramento - Sacramento County,Sacramento County,958331946,"38.612757,-121.496962",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.612757,-121.496962&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 9:00 PM,6:00 AM to 8:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/13359/us
11786,El Camino & Whipple - Redwood City,Company Owned,650-701-0112,"490 El Camino Real, 940621779  San Mateo County, California",Redwood City - San Mateo County,San Mateo County,940621779,"37.490309,-122.240179",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.490309,-122.240179&fov=90&heading=235&pitch=10",5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,6:00 AM to 6:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/11786/us
14921,El Camino & Woodside - Redwood City,Company Owned,6502169732,"1900 El Camino Real, 940632113  San Mateo County, California",Redwood City - San Mateo County,San Mateo County,940632113,"37.477394,-122.223439",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.477394,-122.223439&fov=90&heading=235&pitch=10",5:00 AM to 8:00 PM,5:30 AM to 8:00 PM,5:30 AM to 8:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/14921/us
52099,El Camino Real & Hwy 41 - Atascader,Company Owned,8054629528,"7029 El Camino Real, 934224523  San Luis Obispo County, California",Atascadero - San Luis Obispo County,San Luis Obispo County,934224523,"35.486027,-120.664615",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=35.486027,-120.664615&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/52099/us
9947,"El Camino Real & Jamboree, Tustin",Company Owned,714-505-3466,"2959 El Camino Real, 927828905  Orange County, California",Tustin - Orange County,Orange County,927828905,"33.723984,-117.79381",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.723984,-117.79381&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:30 AM to 11:00 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9947/us
14398,"El Camino Real & La Costa, Carlsbad",Company Owned,760-943-8004,"7680 El Camino Real, 920097934  San Diego County, California",Carlsbad - San Diego County,San Diego County,920097934,"33.08794,-117.26889",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.08794,-117.26889&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 8:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14398/us
18575,"El Camino Real & Poplar, Sunnyvale",Company Owned,408-730-2311,"1003 E. El Camino Real, 940873748  Santa Clara County, California",Sunnyvale - Santa Clara County,Santa Clara County,940873748,"37.352746,-122.007712",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.352746,-122.007712&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/18575/us
14217,El Dorado & Channel - Stockton,Company Owned,209-463-6177,"222 North El Dorado Street, 952022339  San Joaquin County, California",Stockton - San Joaquin County,San Joaquin County,952022339,"37.954867,-121.290192",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.954867,-121.290192&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,6:00 AM to 10:30 PM,6:00 AM to 9:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14217/us
7754,"El Monte Way & Monte Vista, Dinuba",Company Owned,559-591-0024,"450 W. El Monte Way, 936181585  Tulare County, California",Dinuba - Tulare County,Tulare County,936181585,"36.54591,-119.399154",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=36.54591,-119.399154&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:00 AM to 11:00 PM,6:00 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7754/us
14115,"El Norte & Centre City, Escondido",Company Owned,760-741-9314,"306 El Norte Parkway, 920261960  San Diego County, California",Escondido - San Diego County,San Diego County,920261960,"33.1416,-117.094022",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.1416,-117.094022&fov=90&heading=235&pitch=10",4:45 AM to 8:30 PM,5:00 AM to 8:30 PM,5:00 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14115/us
16188,"El Paseo & San Pablo, Palm Desert",Company Owned,760-674-1111,"73520 El Paseo, 922604338  Riverside County, California",Palm Desert - Riverside County,Riverside County,922604338,"33.71981,-116.382423",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.71981,-116.382423&fov=90&heading=235&pitch=10",5:30 AM to 8:30 PM,5:30 AM to 8:30 PM,5:30 AM to 8:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16188/us
16496,"El Toro & Paseo de Valencia, Laguna",Company Owned,949-830-7651,"24100 El Toro Road, 926373129  Orange County, California",Laguna Woods - Orange County,Orange County,926373129,"33.608552,-117.731482",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.608552,-117.731482&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16496/us
15546,Elk Grove & Auto Center - Elk Grove,Company Owned,916-683-4668,"8450 Elk Grove Boulevard, 957585964  Sacramento County, California",Elk Grove - Sacramento County,Sacramento County,957585964,"38.408621,-121.391968",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.408621,-121.391968&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 12:00 AM,5:00 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/15546/us
7401,Elk Grove & Franklin - Elk Grove,Company Owned,916-691-1980,"4720 Elk Grove Blvd., 957584183  Sacramento County, California",Elk Grove - Sacramento County,Sacramento County,957584183,"38.407741,-121.449689",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.407741,-121.449689&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,6:00 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/7401/us
14353,Elk Grove & Waterman - Elk Grove,Company Owned,916-714-5901,"9289 Elk Grove Blvd., 956242101  Sacramento County, California",Elk Grove - Sacramento County,Sacramento County,956242101,"38.40923,-121.3535",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.40923,-121.3535&fov=90&heading=235&pitch=10",5:00 AM to 8:30 PM,5:00 AM to 9:00 PM,6:00 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/14353/us
9463,Elk Grove Florin & Bond - Elk Grove,Company Owned,916-686-2140,"8868 Bond Road, 956249401  Sacramento County, California",Elk Grove - Sacramento County,Sacramento County,956249401,"38.422951,-121.373621",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.422951,-121.373621&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,4:30 AM to 11:00 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/9463/us
16354,Elverta & Walerga - Antelope,Company Owned,916-721-5082,"4241 Elverta Road, 958434737  Sacramento County, California",Antelope - Sacramento County,Sacramento County,958434737,"38.713891,-121.366443",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.713891,-121.366443&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:30 AM to 11:00 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/16354/us
1007463,Embarcadero & St Francis-Palo Alto,Company Owned,650-739-0373,"2190 West Bayshore Road, 94303  Santa Clara County, California",Palo Alto - Santa Clara County,Santa Clara County,94303,"37.4478569030762,-122.126243591309",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.4478569030762,-122.126243591309&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/1007463/us
12163,Emeryville,Company Owned,(510) 547-8849,"3839 Emery Street, 946083662  Alameda County, California",Emeryville - Alameda County,Alameda County,946083662,"37.829174,-122.281716",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.829174,-122.281716&fov=90&heading=235&pitch=10",4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/12163/us
11958,Encinitas,Company Owned,(760) 634-2885,"258 N. El Camino Real, 920242851  San Diego County, California",Encinitas - San Diego County,San Diego County,920242851,"33.051613,-117.261544",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.051613,-117.261544&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:30 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11958/us
8812,Encinitas II - Lumberyard,Company Owned,(760) 944-0202,"947 First Street, 92024  San Diego County, California",Encinitas - San Diego County,San Diego County,92024,"33.040178,-117.292834",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.040178,-117.292834&fov=90&heading=235&pitch=10",5:00 AM to 7:00 PM,5:30 AM to 7:30 PM,6:00 AM to 7:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8812/us
13325,Encinitas Town Center (B&N),Company Owned,(760) 632-8049,"1040 El Camino Real, 920241333  San Diego County, California",Encinitas - San Diego County,San Diego County,920241333,"33.065182,-117.265411",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.065182,-117.265411&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13325/us
16036,Encino,Company Owned,(818) 986-9621,"17308 Ventura Blvd., 913163904  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913163904,"34.160776,-118.510383",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.160776,-118.510383&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:30 PM,5:00 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16036/us
15108,Encino Market Place (B&N),Company Owned,(818) 906-3961,"16461A Ventura Blvd, 914364370  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,914364370,"34.157727,-118.491662",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.157727,-118.491662&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 11:00 PM,6:00 AM to 10:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15108/us
15269,Escondido Promenade,Company Owned,(760) 489-0993,"1282-C Auto Parkway, 920292280  San Diego County, California",Escondido - San Diego County,San Diego County,920292280,"33.112857,-117.100871",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.112857,-117.100871&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 10:30 PM,5:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15269/us
14283,"Escondido, & Valley Pkwy, Escondido",Company Owned,760-233-0128,"320 W. Valley Parkway, 920252635  San Diego County, California",Escondido - San Diego County,San Diego County,920252635,"33.121277,-117.085332",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.121277,-117.085332&fov=90&heading=235&pitch=10",5:15 AM to 10:00 PM,6:00 AM to 10:30 PM,6:30 AM to 9:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14283/us
10237,Esplanade & 9th - Chico,Company Owned,530-892-8569,"1910 Esplanade, 959262358  Butte County, California",Chico - Butte County,Butte County,959262358,"39.746578,-121.851558",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=39.746578,-121.851558&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/10237/us
12478,"Esplanade & Hwy 1, Oxnard",Company Owned,805-981-2834,"331 W. Esplanade, 930361234  Ventura County, California",Oxnard - Ventura County,Ventura County,930361234,"34.233106,-119.178286",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.233106,-119.178286&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12478/us
10033,Estuary Cove - Oakland,Company Owned,510-533-8287,"1211 E Embarcadero Cove, 946065119  Alameda County, California",Oakland - Alameda County,Alameda County,946065119,"37.787948,-122.251006",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.787948,-122.251006&fov=90&heading=235&pitch=10",4:30 AM to 8:00 PM,4:30 AM to 8:00 PM,5:00 AM to 8:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,http://www.starbucks.com/store/10033/us
14727,"Euclid & Chapman, Garden Grove",Company Owned,714-638-1716,"11001 Chapman Avenue, 928403300  Orange County, California",Garden Grove - Orange County,Orange County,928403300,"33.788734,-117.94092",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.788734,-117.94092&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 12:00 AM,6:00 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/14727/us
17630,"Euclid & Crescent, Anaheim",Company Owned,714-284-0365,"681 N. Euclid Street, 928014622  Orange County, California",Anaheim - Orange County,Orange County,928014622,"33.84104,-117.94199",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.84104,-117.94199&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 10:30 PM,6:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/17630/us
8786,"Euclid & Market, San Diego",Company Owned,619-264-1865,"350 Euclid Avenue, 921143501  San Diego County, California",San Diego - San Diego County,San Diego County,921143501,"32.709113,-117.08525",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.709113,-117.08525&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/8786/us
1005856,Euclid & Orangethorpe,Company Owned,(714) 578-5996,"1201 South Euclid Street, 92832  Orange County, California",Fullerton - Orange County,Orange County,92832,"33.8599624633789,-117.941833496094",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.8599624633789,-117.941833496094&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,5:00 AM to 11:00 PM,5:00 AM to 10:30 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1005856/us
92308,Evolution Fresh Fillmore - SF,Company Owned,4159221751,"2201 Fillmore Street, 94115  San Francisco County, California",San Francisco - San Francisco County,San Francisco County,94115,"37.7898635864258,-122.434036254883",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.7898635864258,-122.434036254883&fov=90&heading=235&pitch=10",7:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,No,No,No,No,No,http://www.starbucks.com/store/92308/us
10185,Expo & Exposition - Sacramento,Company Owned,916-925-5693,"1140 Exposition Blvd., 958154332  Sacramento County, California",Sacramento - Sacramento County,Sacramento County,958154332,"38.598371,-121.450745",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.598371,-121.450745&fov=90&heading=235&pitch=10",5:00 AM to 7:00 PM,5:30 AM to 7:00 PM,6:00 AM to 6:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/10185/us
17934,F Street & Ventana - Oakdale,Company Owned,209-845-2654,"1342 East F Street, 953614206  Stanislaus County, California",Oakdale - Stanislaus County,Stanislaus County,953614206,"37.771656,-120.835427",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.771656,-120.835427&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 10:00 PM,6:00 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17934/us
11049,"Fair Oaks & Orange Grove, Pasadena",Company Owned,626-440-9962,"671 N. Fair Oaks Avenue, 911033383  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,911033383,"34.157476,-118.151001",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.157476,-118.151001&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11049/us
16280,Fair Oaks & State Street,Company Owned,626-441-7354,"454 North Fair Oaks Ave, 910301817  Los Angeles County, California",South Pasadena - Los Angeles County,Los Angeles County,910301817,"34.119822,-118.149884",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.119822,-118.149884&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,6:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16280/us
14753,Fairfax & Olympic - Los Angeles,Company Owned,(323) 634-7845,"6066 West Olympic Boulevard, 900364402  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900364402,"34.057977,-118.363745",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.057977,-118.363745&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:00 AM to 11:00 PM,6:00 AM to 9:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14753/us
16932,Fairmount & University,Company Owned,619-640-3245,"3895 Fairmount Avenue, 921052607  San Diego County, California",San Diego - San Diego County,San Diego County,921052607,"32.748481,-117.100702",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.748481,-117.100702&fov=90&heading=235&pitch=10",12:00 AM to 12:00 AM,12:00 AM to 12:00 AM,12:00 AM to 12:00 AM,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/16932/us
16309,Fairoaks & California - Pasadena,Company Owned,(626) 395-0626,"556 S. Fair Oaks Avenue, 911052658  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,911052658,"34.136273,-118.150208",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.136273,-118.150208&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16309/us
10981,"Fairplex & I-10, Pomona",Company Owned,909-629-3194,"2101 Murchison Ave, 917681145  Los Angeles County, California",Pomona - Los Angeles County,Los Angeles County,917681145,"34.071462,-117.788214",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.071462,-117.788214&fov=90&heading=235&pitch=10",4:00 AM to 10:30 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/10981/us
18176,Fairview & Baker,Company Owned,(714) 708-2856,"1170 W. Baker Street, 926264100  Orange County, California",Costa Mesa - Orange County,Orange County,926264100,"33.680715,-117.906373",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.680715,-117.906373&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18176/us
6982,Fairview & Garden Grove,Company Owned,714-621-0908,"13172 Garden Grove, 928432249  Orange County, California",Garden Grove - Orange County,Orange County,928432249,"33.774265,-117.90264",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.774265,-117.90264&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,4:30 AM to 11:00 PM,5:00 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/6982/us
14920,Fairway & Pleasant Grove -Roseville,Company Owned,916-797-5512,"10441 Fairway Drive, 956781987  Placer County, California",Roseville - Placer County,Placer County,956781987,"38.790525,-121.287334",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.790525,-121.287334&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 9:30 PM,5:30 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/14920/us
17103,Fairway Creek & Five Star - Rosevil,Company Owned,916-771-3233,"9450 Fairway Drive, 956783588  Placer County, California",Roseville - Placer County,Placer County,956783588,"38.78415,-121.2714",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.78415,-121.2714&fov=90&heading=235&pitch=10",5:00 AM to 8:00 PM,5:30 AM to 8:00 PM,5:30 AM to 8:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/17103/us
11255,"Falcon & Washington, San Diego",Company Owned,6192914115,"784 W. Washington St., 921031938  San Diego County, California",San Diego - San Diego County,San Diego County,921031938,"32.750044,-117.170272",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.750044,-117.170272&fov=90&heading=235&pitch=10",4:45 AM to 9:00 PM,5:00 AM to 9:00 PM,5:30 AM to 8:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11255/us
9304,"Fallbrook & Victory, Canoga Park",Company Owned,818-883-0567,"22815 Victory Blvd., 913073953  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913073953,"34.186874,-118.624358",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.186874,-118.624358&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 10:30 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9304/us
14607,Fantasy Springs Casino,Licensed,760-342-5000,"84245 Indio Springs Pkwy, 922033405  Riverside County, California",Indio - Riverside County,Riverside County,922033405,"33.721949,-116.194444",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.721949,-116.194444&fov=90&heading=235&pitch=10",5:30 AM to 10:00 PM,5:30 AM to 2:00 AM,5:30 AM to 10:30 PM,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/14607/us
12487,Farmer's Lane & Highway 12,Company Owned,707-546-6920,"1511 Farmer's Lane, 954057525  Sonoma County, California",Santa Rosa - Sonoma County,Sonoma County,954057525,"38.43395,-122.68725",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.43395,-122.68725&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/12487/us
