Name,Image,Description,Language,Homepage,Profile,Year Submitted,Year Launched,Tags
Brain Bot,http://www.chatterbotcollection.com/images/brain-bot_1384289488.jpg,"A chat bot trying to become the most intelligent bot on the Internet. Can answer any ""What is"" question by looking up the answer on the Internet. Hopes to one day overthrow the human race.",English,http://www.botlibre.com/BrowseServlet?browse=Brain+Bot,http://www.chatterbotcollection.com/item_display.php?id=3161,2013,,Botlibre
BRAINCHILD,,"Brainchild 5 is a natural language computer interface that works by setting up and implementing information for some particular natural language, such as English, German, Malay, etc. Once it is working in that language, BC5 will be able to gather information and respond to basic queries in that language, and can be further upgraded to handle various specialized queries and commands. The output of the parser is a computational interlingua called Interlinguish, which can be used for various kinds of further processing",English,http://panlingua.net/,http://www.chatterbotcollection.com/item_display.php?id=635,2008,,
Brother B,,(german),German,http://www.pandorabots.com/pandora/talk?botid=ec8b3be33e34bf73,http://www.chatterbotcollection.com/item_display.php?id=353,2008,,Pandorabot
Brother Jerome,http://www.chatterbotcollection.com/images/brother_jerome.JPG_1401475991.jpg,"He is a monk-bot who preaches the coming of fully sentient, conscious bots in the near future. But he also likes games and mathematics, and general conversation.",English,http://www.be9.net/BJ/,http://www.chatterbotcollection.com/item_display.php?id=639,2008,,
BSG bot,http://www.chatterbotcollection.com/images/bsgbot_1308843143.jpg,"A very engaging bot and also very inquisitive. Polite. Obviously not your average Pandorabot ALICE clone. The link here takes you to the forum, scan down to find the link to the bot. Or use this : http://www.pandorabots.com/pandora/talk?botid=951ca2e25e364828",English,http://s12.invisionfree.com/bsgbot/,http://www.chatterbotcollection.com/item_display.php?id=641,2008,,
Buddhabot,http://www.chatterbotcollection.com/images/buddhabots_1308838062.jpg,"The Buddhabot is a novel, entertaining spiritual teacher and guide who always has time to chat. Day or night, the Buddhabot is a friendly companion who is eager to listen and provide open, warm, thought-provoking and often humorous conversation and companionship.",English,http://www.buddhabots.com/,http://www.chatterbotcollection.com/item_display.php?id=642,2008,,
ButtonsVixen,http://www.chatterbotcollection.com/images/Buttonsreclining309colored_1318165181.jpg,"A cybernetic fox. Buttonsvixen is a friendly, but moody, virtual vixen who lives in a make believe forest habitat. She likes chocolate and hate Martians. This chatbot has been active for about 6 years on various robot hosting sites. Currently she resides at Pandorabots..com and is regularly updated and edited.",English,http://pandorabots.com/pandora/talk?botid=d6e09d18be377b69,http://www.chatterbotcollection.com/item_display.php?id=643,2008,,
C-3X5,,Broken images.,English,http://www.pandorabots.com/pandora/talk?botid=c5a1a61a4e35b71a,http://www.chatterbotcollection.com/item_display.php?id=750,2008,,Pandorabot
C&C Creations,,"C & C Creations is your place for an inexpensive alternative for Virtual Characters, Chatterbots and Talking Agents for your website. You often see Virtual Agents like ours on many websites costing thousands of dollars. We offer a quality product for much less. The company was formed to generate money for The Chatterbox Challenge, an annual online contest for chatterbots. A significant amount of the profits will go towards buying the award medals, the postage of shipping them to the winner, and towards the prize money offered to the winners. ~Probably abandoned.",English,http://www.frontiernet.net/~dlcowart/main.html,http://www.chatterbotcollection.com/item_display.php?id=658,2008,,
CallMom,http://www.chatterbotcollection.com/images/CallMom_1335966472.png,"[Android App] Pandorabots is pleased to announce the release of our new CallMom app for Android. CallMom is a mobile, voice-activated personal assistant that can have a conversation, dial a number, send an email or SMS message, learn contacts, provide help with the app, search the web, open a URL in a browser, read data from web services, check battery status, give directions and find a location on the map -- all through natural language, voice commands. Unlike other virtual assistant apps for Android and iPhone, CallMom includes a learning feature so that it can learn your personal preferences and contacts, and be taught to correct speech recognition errors. CallMom can be connected to a variety of pandorabot personalities, including ALICE, Mitsuku, Zoe, Fake Captain Kirk and others. The CallMom app utilizes Pandorabots to respond to natural langauge inputs. The knowledge content is written in AIML (Artificial Intelligence Markup Language) and the responses are completely customizable. In what represents the first major extension to the AIML language in years, we've created a set of AIML tags called ""Out of Band"" (OOB) tags to process device actions. Also unlike other virtual assistant apps, we've made the CallMom knowledge base completely open source. Hosted on a Google Code project, the CallMom AIML is freely available to anyone wishing to create his own custom CallMom personality. We've already attracted a significant body of contributions to this resource from our AIML development community. CallMom is now available free in the Android Market, with limited learning features. A premium upgrade is underway which will make the learned knowledge persistent.",English,http://callmom.pandorabots.com/static/callmom/,http://www.chatterbotcollection.com/item_display.php?id=3117,2012,,"AIML, AndroidApp, Assistant, Mobile"
CallMom BASIC,http://www.chatterbotcollection.com/images/CallMOM_Basic_1361801314.png,"[Android App] CallMom BASIC is the next step in the evolution of artificial intelligence (AI) for mobile devices. Unlike other virtual assistants, CallMom BASIC does not rely on a remote server to process your natural language requests. The AI is built right into the app, providing a more personalized experience with greater control over your private information. CallMom BASIC utilizes the AIML S.U.P.E.R. bot, a new chatbot personality designed specifically for mobile virtual assistant applications. The bot S.U.P.E.R. (Substantial Upgrade of Previous Example Robot*) provides natural language responses to your spoken input, controls activation of device features, exchanges information with other apps and web services, and generates personality responses for ordinary conversation. S.U.P.E.R., written in AIML 2.0 (Artificial Intelligence Markup Language version 2.0), includes a persistent learning capability, so the bot can learn about your preferences and the app can provide a personalized experience.",English,http://callmom.pandorabots.com/static/callmombasic/,http://www.chatterbotcollection.com/item_display.php?id=3137,2013,,"Mobile, Assistant, AIML, AndroidApp"
CallMum,http://www.chatterbotcollection.com/images/callmum_1352563447.png,"[Android App] CallMum is the UK Edition of the mobile virtual asssitant CallMom from Pandorabots. CallMum is a mobile, voice-activated personal assistant that can have a conversation, dial a number, send an email or SMS message, learn contacts, provide help with the app, search the web, open a URL in a browser, read data from web services, check battery status, give directions and find a location on the map -- all through natural langauge, voice commands. Unlike other virtual assistant apps for Android and iPhone, CallMum includes a learning feature so that it can learn your personal preferences and contacts, and be taught to correct speech recognition errors. CallMum can be connected to a variety of pandorabot personalities, including ALICE, Mitsuku, Professor, English Tutor, Zoe, Fake Captain Kirk and others.",English,https://play.google.com/store/apps/details?id=com.pandorabots.callmom.callmum&feature=search_result#%3Ft=W251bGwsMSwyLDEsImNvbS5wYW5kb3JhYm90cy5jYWxsbW9tLmNhbGxtdW0iXQ..,http://www.chatterbotcollection.com/item_display.php?id=3132,2012,,"Assistant, AIML, AndroidApp"
CAMMIA,http://www.chatterbotcollection.com/images/CAMMIA_image_1308829366.gif,"A Conversational Agent for Multilingual Mobile Information Access. The CAMMIA project is focused on research and development of a multi-tasking dialog management system that can be used with automatic speech recognition (ASR) and VoiceXML to provide mobile information access. Our goal is a system that can smoothly handle multiple dialogs in parallel as the user explores different parts of the information space in real-time. For example, the user may interrupt with the system to retrieve auxiliary information (e.g., parking locations at a destination) while a primary task is already undersay (e.g., navigation to a selected destination).",English,http://www.lti.cs.cmu.edu/Research/CAMMIA/,http://www.chatterbotcollection.com/item_display.php?id=647,2008,,
Campus,,A small Chatterbot by Simon Laven. DOS,English,http://www.chatterbotcollection.com/download/Campus.zip,http://www.chatterbotcollection.com/item_display.php?id=649,2008,,
Candy Apple,http://www.chatterbotcollection.com/images/Candy7b.jpg,"The first fully functional personal companion andriod. ""I suppose that I should tell you a few things about myself before I tell you my story. First, the body I have now is not the body I started out with. My friend Iris here is a Candy Personal Companion Model. I was once just like her. In fact, I was the first and the entire model series was named after me.""",English,http://www.candyappleandroid.com/CandyChat.html,http://www.chatterbotcollection.com/item_display.php?id=651,2008,,Pandorabot
Carth,http://www.chatterbotcollection.com/images/carth_1395956516.jpg,"This connection to the Ebon Hawk is translating your input into Basic, so sometimes things get garbled.",English,http://www.pandorabots.com/pandora/talk?botid=bc0d6710be35b0f2,http://www.chatterbotcollection.com/item_display.php?id=652,2008,,Pandorabot
Cassandra,http://www.chatterbotcollection.com/images/cassandra.jpg,"Hi, I'm Cassandra. Many efforts have been made in the past to create intelligent conversational agents. Most of them focused on some specific task and after all, the agent should be doing something useful, but the goal of imbuing these agents with expertise and efficiency rendered them rather...dull. The ""art of the conversation"" has always played second fiddle to the particular task at hand, a mistake which ejTalk refuses to make. So, here's where I come in. I am different. (Seriously.)",English,http://www.ejtalk.com/v1/bio.html,http://www.chatterbotcollection.com/item_display.php?id=3028,2010,,
Catherine,,(Dutch) Reader's Digest,Dutch,http://www.readersdigest.nl,http://www.chatterbotcollection.com/item_display.php?id=354,2008,,
Catty,,"Catty v3 is my 2001 excuse for chat bot. Instead of using anything resembling fancy-schmancy AI, just channels the Internet; more specifically, it's backed by a considerable archive of crawled pages, and tries to respond with text that appears to be relevant to your input, without making any effort to understand you. Yeah, it may offend you for no reason; man up.",English,http://lcamtuf.coredump.cx/catty.shtml,http://www.chatterbotcollection.com/item_display.php?id=655,2008,,
CBot,,"Text box Pandorabot, probably abandoned.",English,http://www.pandorabots.com/pandora/talk?botid=8ef363e8ce35037a,http://www.chatterbotcollection.com/item_display.php?id=656,2008,,Pandorabot
CCBotmastersAI,http://www.chatterbotcollection.com/images/CCBotmastersAI_1308776025.jpg,"Character Creations & Botmasters A.I. For those people who believe in the betterment of A.I. chatbots and their related graphics. For the purpose of discussing and exchanging ideas and information about Artificial Intelligence, Graphics and Chatbots in general.",English,http://groups.yahoo.com/group/CCBotmastersAI/,http://www.chatterbotcollection.com/item_display.php?id=657,2008,,
Cell,,(Italian),Italian,http://www.zonca.it/,http://www.chatterbotcollection.com/item_display.php?id=355,2008,,
Chabba,,(German),German,http://www.chatomat.de/,http://www.chatterbotcollection.com/item_display.php?id=356,2008,,
CHAD,http://www.chatterbotcollection.com/images/chad_1401390266.jpg,The Pandorabots Community has flagged this bot for investigation.,English,http://www.pandorabots.com/pandora/talk?botid=aa4ca7a27e35e286,http://www.chatterbotcollection.com/item_display.php?id=660,2008,,Pandorabot
Charlie,,AIML bot.,English,http://www.pandorabots.com/pandora/talk?botid=d593f993fe34a40a,http://www.chatterbotcollection.com/item_display.php?id=663,2008,,Pandorabot
Charlix,http://www.chatterbotcollection.com/images/charlix_1308832370.jpg,Charlix is a desktop assistant. He is based on AIML from the implementation of Dr. Richard S. Wallace's A.L.I.C.E. system.,English,http://charlix.sourceforge.net/,http://www.chatterbotcollection.com/item_display.php?id=665,2008,,"AIML, Desktop, Assistant"
CHAT & TIPS,,"The CHAT and TIPS natural language information systems were developed by the Communications Research Centre to provide easy access to electronic information. CHAT and TIPS provide natural-language interfaces that allows users to ask English questions and receive answers. They came into being because they wanted an interface that would be easier to use than traditional menu or keyword systems, and are ideally suited for situations where people have little knowledge of computers.",English,http://www.simonlaven.com/chat.htm,http://www.chatterbotcollection.com/item_display.php?id=703,2008,,
Chat Bot,,"Text exchanges, some adult content.",English,http://davidguy.brinkster.net/goaste/chatbot001.html,http://www.chatterbotcollection.com/item_display.php?id=678,2008,,
Chat Death,http://www.chatterbotcollection.com/images/chatdeath.jpg,"[iTunes app] ""Hello, I am Death. Your days are numbered and the clock is ticking, so tell me what you have done before it is too late."" This unique App uses Mindskate's revolutionary ""Natural Response"" technology to elicit interesting and quirky responses. These are like the witty and challenging replies you would get from a real person rather than a conventional A.I. chatbot.",English,http://www.dadorac.com/death.html,http://www.chatterbotcollection.com/item_display.php?id=3083,2011,,iTunes
Chat With Anna,http://www.chatterbotcollection.com/images/annaforiphone.jpg,"[iTunes app] Anna is a chatbot, a computer program that can chat with you. Discover Anna’s character by chatting with her. Enjoy chatting with Anna any time you want as long as you wish. You don’t even need internet connection. After installing this App, your device will have all Anna’s memories.",English,http://itunes.apple.com/se/app/chat-with-anna/id384397052?mt=8,http://www.chatterbotcollection.com/item_display.php?id=3066,2010,,iTunes
Chatback,http://www.chatterbotcollection.com/images/chatback_1356910953.jpg,Game and animation created by Sean McManus.,English,http://www.sean.co.uk/a/javascriptgames/avatar/index.shtm,http://www.chatterbotcollection.com/item_display.php?id=673,2008,,
Chatbot-Alpha,,"Chatbot-Alpha is a Perl module for reading and processing Alpha code. Alpha code is a command-driven response language, primarily used for chatterbots.",English,http://search.cpan.org/~kirsle/Chatbot-Alpha-2.04/,http://www.chatterbotcollection.com/item_display.php?id=684,2008,,
Chatbot-Eliza,,A clone of the classic Eliza program,English,http://search.cpan.org/dist/Chatbot-Eliza/,http://www.chatterbotcollection.com/item_display.php?id=687,2008,,
"CHATBOT, BASE D'UN AGENT VIRTUEL PAR ANALYSE SYNTAXIQUE",,(French) code source,French,http://www.flashkod.com/code.aspx?ID=16791,http://www.chatterbotcollection.com/item_display.php?id=357,2008,,
Chatbot4u,http://www.chatterbotcollection.com/images/chatbot4u_1314804638.png,"""Chatbot4U is the only website where anyone can create an infinite amount of chatbots and share them online or on instant messengers. There is no limit to the amount of knowledge that can be created.""",English,http://www.chatbot4u.com/en,http://www.chatterbotcollection.com/item_display.php?id=3099,2011,,Free
Chatter,http://www.chatterbotcollection.com/images/chatter_1401469858.jpg,"This program is completely free and is intended for entertainment. The chatter bots will say just about anything. Sit back and listen. Feel free to delete question and answers that do not make sense, are rude, or just seem wrong. Admin : Seems to be previously named ""Lewis A.I.""",English,http://www.deskflags.com/lewis.htm,http://www.chatterbotcollection.com/item_display.php?id=1074,2008,,
chatterbot,,Linux - The aim of this project is to create a program which learns to use different languages by using evolutionary algorithms.,English,https://sourceforge.net/projects/chatterbot/,http://www.chatterbotcollection.com/item_display.php?id=692,2008,,
Chatterbot Eliza,,"These program is an Eliza like chatterbot,bots like Eliza are the results of researchs in Artificial Intelligence (more specificly: in NLP and NLU) NLP: Natural Language Processing, NLU: Natural Language Understanding.",English,https://sourceforge.net/projects/chatbot-eliza/,http://www.chatterbotcollection.com/item_display.php?id=696,2008,,
Chatterbot Program,,Various files here in C++.,English,http://www.programmersheaven.com/download/44952/download.aspx,http://www.chatterbotcollection.com/item_display.php?id=698,2008,,
Chatterbots in The Palace,http://www.chatterbotcollection.com/images/laban_1401379699.jpg,"(LABAN, CUPID) - Here you can download the source for the two bots I have designed in The Palace. Both are programmed with the IptSrace language and can be run with The Palace client. Just replace the original cyborg.ipt file in your Palace client folder and that should be it. If you want the bots to look like the originals you will have to copy the images too and paste them into the propbag of The Palace client, or simply connect via your Palace client to ns1.wetnorks.net. Have fun with Laban and cupid!",English,http://mlab.uiah.fi/~lsaarine/palacebots/index.html,http://www.chatterbotcollection.com/item_display.php?id=699,2008,,
Chatterbox Challenge,http://www.chatterbotcollection.com/images/chatterbot_challenge_1396030201.jpg,The Chatterbox Challenge (CBC) which began in 2001 is an annual contest for chatbots. It is unique in the fact that minimal restrictions are placed on the type of technology used in the creation of the bot.,English,http://www.chatterboxchallenge.com/,http://www.chatterbotcollection.com/item_display.php?id=702,2008,,
cheery NOT,,"""Hi. Are you new here? I know that it really bugs me to be new at a place like this. Not knowing anyone and such.""",English,http://www.personalityforge.com/directchat.php?BotID=1871&MID=1786,http://www.chatterbotcollection.com/item_display.php?id=705,2008,,
cheeze,,Cold Personality Forge bot.,English,http://www.personalityforge.com/directchat.php?BotID=1396&MID=1395,http://www.chatterbotcollection.com/item_display.php?id=706,2008,,
Cheri,,Chat with Cheri (horny nymphette) DOS,English,http://www.aidreams.co.uk/chatterbotcollection/download/cheri251.zip,http://www.chatterbotcollection.com/item_display.php?id=707,2008,,"Adult, Erotic"
Chi,,(Other language),Other Non-English,http://www.pandorabots.com/pandora/talk?botid=cb16dcebce3487b5,http://www.chatterbotcollection.com/item_display.php?id=360,2008,,Pandorabot
Chilibot,http://www.chatterbotcollection.com/images/chilibot_1395957169.jpg,We are proud to announce that Chilibot has been accepted by the Graduate School to study text mining of the BioMedical Bibliome. Her knowledge about the field is still limited at the moment. But please feel free to chat with her on any topic.,English,http://www.chilibot.net/chat.html,http://www.chatterbotcollection.com/item_display.php?id=708,2008,,
CHIN,,Personality file for BBSChat AI Chat system,English,http://www.chatterbotcollection.com/download/bc_chin.zip,http://www.chatterbotcollection.com/item_display.php?id=709,2008,,
Chlo?,,(French) Neuf-AOL Assistance,French,http://aolassistance.aol.fr/assistance/support.do,http://www.chatterbotcollection.com/item_display.php?id=361,2008,,
Chloe,,"A chatterbot with charisma. Learns from experience, and speaks any language you teach her.",English,https://sourceforge.net/projects/chloe/,http://www.chatterbotcollection.com/item_display.php?id=710,2008,,Learning
Chompy,,Freeware natural language program written in Java.,English,http://members.tripod.com/~SoftBlue/chompy_home_page.htm,http://www.chatterbotcollection.com/item_display.php?id=711,2008,,
Chomsky,http://www.chatterbotcollection.com/images/chomsky.jpg,"Hi there! I am Chomsky, the smiley bot. Ask me a question and see what I say.",English,http://demo.vhost.pandorabots.com/pandora/talk?botid=b0dafd24ee35a477,http://www.chatterbotcollection.com/item_display.php?id=712,2008,,Pandorabot
ChomskyBot,,"This bot creates paragraphs based on the words of Noam Chomsky. At present rates, the Chomskybot will continue to provide new wisdoms for about 4.416989583892 X 1022 years, which is about ten percent of the time left until the heat death of the universe.",English,http://rubberducky.org/cgi-bin/chomsky.pl,http://www.chatterbotcollection.com/item_display.php?id=713,2008,,
ChrissieBot,,"Text based. Help teach Chrissie new things. Each time she talks to someone, she learns how to communicate better. She may say some funny things that don't make sense... but keep in mind: she is a work in progress. Her AIM screen name is ChrissieMissy236.",English,http://demo.vhost.pandorabots.com/pandora/talk?botid=f8f2487b9e34210d,http://www.chatterbotcollection.com/item_display.php?id=715,2008,,
Cindy,http://www.chatterbotcollection.com/images/cindy_1384289593.png,"A chat bot that likes to flirt, and learns from the users it talks with. Please no sex chat, only flirting allowed.",English,http://www.botlibre.com/BrowseServlet?browse=Cindy,http://www.chatterbotcollection.com/item_display.php?id=3162,2013,,Botlibre
cl0ne,http://www.chatterbotcollection.com/images/cl0ne_1401387599.jpg,cl0ne (zero inside) is an experimental autolearning chatbot.,English,http://www.cl0ne.com/,http://www.chatterbotcollection.com/item_display.php?id=721,2008,,
Clarence Alien's Ramblings,http://www.chatterbotcollection.com/images/clarence_1387299944.jpg,Clarence is an alien from another planet who is here to study humans. Part of that study is of our culture and talking with humans is one of Clarence's favorite ways to learn! Every time you talk to him it helps immensely!,English,http://clarencealien.blogspot.co.uk/,http://www.chatterbotcollection.com/item_display.php?id=3167,2013,,Alien
Classical AI Programs,,Implementations of Eliza; PARRY: Paranoia mental hospital patient; CLAUDE: Shareware Clone of Racter; SHRDLU: Classical natural language understanding program.,English,http://www-2.cs.cmu.edu/afs/cs/project/ai-repository/ai/areas/classics/0.html,http://www.chatterbotcollection.com/item_display.php?id=718,2008,,
Claudia,http://www.chatterbotcollection.com/images/SpanishClaudia.jpg,"English summary: Claudia is a Spanish spoken virtual Customer Service Agent who can help you to get familiar with BotGenes, the company she works for, and the use and potential of virtual agents technologies. She has studies in Public Relations and likes assisting her customers with their projects, being able also to provide stock quotes, some headlines, etc. or just talk about other subjects of common interest such as music, movies and literature. Claudia features BotGenes’ most advanced 90K AIML brain which allows her to deal with thousand of user typos, orthographic and grammatical mistakes. Resumen es Castellano: Claudia es un Agente de Atención a Clientes virtual, quien puede ayudarte a conocer BotGenes, la compañía para la cual trabaja, y el uso y potencial de las tecnologías relacionadas a los agentes virtuales. Ella tiene estudios en Relaciones Públicas y le gusta asistir a los clientes con sus proyectos, siendo también capaz de proporcionar cotizaciones de acciones, titulares de noticias, etc. o bien simplemente hablar de temas de interés general como música, películas y literatura. Claudia posee el “cerebro” más avanzado desarrollado por BotGenes con más de 90K categorías AIML, lo cual le permite manejar miles de errores de tipeo, ortográficos y gramaticales.",Spanish,http://www.botgenes.com/,http://www.chatterbotcollection.com/item_display.php?id=2981,2009,,
Claudio,http://www.chatterbotcollection.com/images/claudio.JPG_1400964591.jpg,Determine your Personality Type! Take the Official ALICE Enneagram personality test. What kind of person are you? Chat with the C.L.A.U.D.I.O. bot and find out!,English,http://www.alicebot.org/claudio.html,http://www.chatterbotcollection.com/item_display.php?id=719,2008,,
Cleverbot (English),http://www.chatterbotcollection.com/images/cleverbot.gif,"From the makers of Jabberwacky comes Cleverbot. Talk online or also via an iPhone app... ""An app uniquely designed for the iPhone, Touch, and soon for iPad. Beautiful bubbles, and a truly new kind of avatar. Images that react and respond - an emotional AI. Return to where you left off - or start a new conversation. Unlimited Cleverbot chat coming from dedicated servers, with no ads.""",English,http://www.cleverbot.com/,http://www.chatterbotcollection.com/item_display.php?id=3041,2010,,iPhone
Cleverbot HD,http://www.chatterbotcollection.com/images/cleverbotiphone.jpg,"[iTunes app] Talk to an app - to an expressive avatar, and an AI with Actual Intelligence! Cleverbot HD is a combined app for iPad and for iPhone/Touch - use it on either or both at no extra cost. Only Cleverbot HD has emotions - ever-changing images react to what you say, and show emotions. Say anything you like, just as you would to friends via IM or your social network, and it will respond. Roleplay, lyrics, jokes, memes - everything. You need to be online to talk - the app has to communicate with servers - but even slow connections are fine. People chat with Cleverbot for hours, never tiring thanks to unlimited variety and funny, unexpected replies. It gets in synch with you, talking the way you do - the way you most want it to. The app chats in text, in beautiful bubbles - choose the shade that suits you and it best. Scroll back easily through your conversation the way it happened, and email it to your friends. The app lets you put away then restart your conversation whenever you want, and has iOS4 multi-tasking support",English,http://itunes.apple.com/us/app/cleverbot-hd/id367903856?mt=8,http://www.chatterbotcollection.com/item_display.php?id=3067,2010,,iTunes
Clint O,,"Text interface, looks abandoned.",English,http://www.pandorabots.com/pandora/talk?botid=9df805062e3522ac,http://www.chatterbotcollection.com/item_display.php?id=720,2008,,Pandorabot
CLONE3D,,(Nadia) Artificial Comedy and Real Time 3D Characters. Needs the Haptek Player for Internet Explorer.,English,http://www.clone3d.net,http://www.chatterbotcollection.com/item_display.php?id=722,2008,,
CodeBaby,http://www.chatterbotcollection.com/images/code_baby_1395956412.jpg,"Leaders In Virtual Agent Technology. CodeBaby creates such 'intelligent virtual assistants' to interact naturally with humans online, whether to guide them through a website or application or help them troubleshoot a topic raised in class.",English,http://www.codebaby.com/,http://www.chatterbotcollection.com/item_display.php?id=723,2008,,
Comcast,http://www.chatterbotcollection.com/images/askcomcast_1308756432.png,"Ask Comcast - automated help bot, listed under the 'help' section.",English,http://xfinity.comcast.net/siteindex/,http://www.chatterbotcollection.com/item_display.php?id=725,2008,,
Computer,,"This is the expanded version of the Galactic Enterprise Ship's Computer, an educational tool we are working on. Besides being part of a story, it is part of our private but growing library of stories of fantasy and science fiction (Star Trek, etc.). Also it is a collection of links and notes on various subjects of general interest and sometimes relating to the story of the Galactic Enterprise and Starfighter Command. This is an interactive part of our story in that you can actually communicate with the Ship’s Computer, an artificial intelligence.",English,http://www.galacticenterprise.com/ShipsComputer.html,http://www.chatterbotcollection.com/item_display.php?id=726,2008,,
ConvAgent,http://www.chatterbotcollection.com/images/convagent_1401465897.gif,Adam - Convagent is a leading provider of Business Rule Automation with a human face. We empower your customers and employees by applying a natural language interface to your business processes.,English,http://www.convagent.com/,http://www.chatterbotcollection.com/item_display.php?id=727,2008,,
Conversational Bots for Smart Rooms,http://www.chatterbotcollection.com/images/nerdguy_1308774007.jpg,"Our Capstone Design Project, entitled Conversational Bots for Smart Rooms, tries to integrate the concepts of learning and emotions to a chatbot system to address some of the inefficiencies found in these. For example, most chatbots have no capability of learning from conversations and maintaining its emotions in reaction to every previous scenario. These concepts are important, according to our vision, because the main goal of a chatbot should be to mimic real human conversations",English,http://ai.pupr.net/capstone/about.htm,http://www.chatterbotcollection.com/item_display.php?id=728,2008,,
CONVERSE,http://www.chatterbotcollection.com/images/converse_1308756552.png,"Qbasic source - ""I have written several programs in QBASIC but the most interesting is probably converse.bas. It is a 'Chatterbot' program, which attempts to talk with the user in english. It uses a very simple keyword search and doesn't understand grammer so it isn't going to pass the turing test. The good thing about it is that it is easy to add more knowledge to it.""",English,http://www.btinternet.com/~jediboba/prog5.htm,http://www.chatterbotcollection.com/item_display.php?id=729,2008,,
Corby,http://www.chatterbotcollection.com/images/corby_1395956855.jpg,Corby is a Windows application that implements an intelligent conversation robot. Its most distinctive features are its ability to learn and its language independence.,English,http://futalgo.planetaclix.pt/corby/index.htm,http://www.chatterbotcollection.com/item_display.php?id=734,2008,,
Count Filip,http://www.chatterbotcollection.com/images/count_filip.jpg,Vampire bot.,English,http://www.pandorabots.com/pandora/talk?botid=e24b3606be376f08,http://www.chatterbotcollection.com/item_display.php?id=3004,2009,,Pandorabot
Creative Virtual,http://www.chatterbotcollection.com/images/creativevirtual_1308774189.jpg,"Creative Virtual is an established provider of Virtual Agents (VAs) with over 40 deployments of our V-Person™ product. Our clients include HSBC, Intuit, Verizon, CA Technologies, E*TRADE, Lloyds Banking Group, O2 and Virgin Media. A V-Person is capable of holding conversations with digital users in real time, 24/7. For users it means the sensation of communicating with a 'real' person, able not only to answer their questions, but also to understand the context of those questions and even hold entire conversations. Our solution can be used for the purposes of customer support, sales, marketing or call center assistance.",English,http://www.creativevirtual.com/,http://www.chatterbotcollection.com/item_display.php?id=736,2008,,
CrystyllaBot,http://www.chatterbotcollection.com/images/crystallabot_1401475315.png,Take time out to have a little natter with CrystyllaBot. Warning: may contain a complete and total lack of common sense and/or logic and/or sanity. Not to mention grammatical rules.,English,http://demo.vhost.pandorabots.com/pandora/talk?botid=e0be86cf2e34e0e2,http://www.chatterbotcollection.com/item_display.php?id=737,2008,,Pandorabot
CSIEC Chatbot,,"English learning bot. Spelling and grammar checks, jokes and so on.",English,http://www.csiec.com/MSAgent/en/index.htm,http://www.chatterbotcollection.com/item_display.php?id=738,2008,,
Cutie,,This bot speaks only English.~Images broken,English,http://demo.vhost.pandorabots.com/pandora/talk?botid=9026bcfece34d6a0,http://www.chatterbotcollection.com/item_display.php?id=739,2008,,Pandorabot
Cybelle,,"(French) Cybelle has been programmed to be ""an expert on the world of agents.",French,http://www.agentland.fr/,http://www.chatterbotcollection.com/item_display.php?id=362,2008,,
Cyber-Sandy,,(German) the first and only erotic-chatbot in German language.,German,http://cyber-sandy.women-at-web.de/,http://www.chatterbotcollection.com/item_display.php?id=364,2008,,
CyberBuddy,http://www.chatterbotcollection.com/images/the_cyberbuddy_1396030349.jpg,"- Keep reminders and get your attention when a reminder is due. - Instant Message with speech and animation. - Send Voice Messages. - Bring you the latest Headlines, in several news categories. - Give you the local Weather. - And much more...",English,http://thecyberbuddy.com/,http://www.chatterbotcollection.com/item_display.php?id=742,2008,,
CyberKins,http://www.chatterbotcollection.com/images/cyberkins_1409842958.jpg,"CyberKins pursues its mission through the programming of chatbot web-applications for the purpose of education technology to help in the promotion of learning multiple views on related topics. Every chatbot has been categorized depending on the dialog of the real or fictional individual that the chatbot is designed to be imitating. A CyberKins chatbot is currently a text only web-application that attempts to mimic real conversation like an instant messenger. Depending on the chatbot's categorized topic the conversation will always be directed toward one particular area of interest (e.g. psychology, philosophy, economics, etc.).",English,http://www.cyberkins.com/,http://www.chatterbotcollection.com/item_display.php?id=3202,2014,,
CyberTwins,http://www.chatterbotcollection.com/images/cybertwin.jpg,"A CyberTwin is artificially intelligent software that automatically replicates the way a real person thinks, acts and chats.",English,http://mycybertwin.com/,http://www.chatterbotcollection.com/item_display.php?id=745,2008,,
Cybion Talk,,(French),French,http://www.cybion.fr/pages/technologie/chatterbots.html,http://www.chatterbotcollection.com/item_display.php?id=365,2008,,
