ID,Service Provider,Year,Period,Country,User Data Requests,Number of Requests where some data was disclosed (content or non content),Percentage of Requests where some data was disclosed (content or non content),Users/Accounts Specified
"Panama - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Panama,13,12,92,16
"Slovakia - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Slovakia,14,12.5,89,14.5
"Czech Republic - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Czech Republic,51,16,31,84
"Denmark - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Denmark,34,20,59,41
"Mexico - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Mexico,90,22,24,150
"Israel - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Israel,27,23,85,70.5
"New Zealand - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),New Zealand,32,23.5,73,64
"Luxembourg - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Luxembourg,27.5,24,87,40.5
"Ireland - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Ireland,36,25.5,71,111
"Finland - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Finland,28,27,96,164
"Poland - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Poland,35,27.5,79,55
"Ecuador - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Ecuador,29.5,28.5,97,47.5
"Israel - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Israel,56,33,59,66
"Switzerland - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Switzerland,49,33,67,59
"Malta - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Malta,37.5,33.5,89,39.5
"United States - LinkedIn, 2012 (2nd half)",LinkedIn,2012,2012 (2nd half),United States,45,36,80,49
"Thailand - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Thailand,41.5,36.5,88,52.5
"Peru - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Peru,42,39,93,128.5
"United States - Dropbox, 2012 (2nd half)",Dropbox,2012,2012 (2nd half),United States,43.5,41,94,82
"Argentina - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Argentina,114,43,38,175
"Costa Rica - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Costa Rica,49,45.5,93,76
"Canada - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Canada,51.5,48.5,94,192.5
"Hungary - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Hungary,61.5,51,83,87.5
"Denmark - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Denmark,64,55.5,87,95.5
"Portugal - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Portugal,200,60,30,278
"Chile - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Chile,109,63,58,168
"Poland - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Poland,409,70,17,500
"Singapore - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Singapore,96,72,75,153
"Belgium - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Belgium,120,76,63,153
"Japan - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Japan,124,77,62,149
"Hong Kong - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Hong Kong,255,79,31,251
"Norway - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Norway,93.5,84,90,213
"Singapore - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Singapore,89.5,84,94,276.5
"Colombia - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Colombia,113.5,94.5,83,311.5
"South Korea - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),South Korea,355,107,30,771
"Sweden - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Sweden,163,146.5,90,276
"India - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),India,209,185,89,297
"Taiwan - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Taiwan,290,215,74,366
"Spain - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Spain,447,219,49,665
"Chile - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Chile,265,223.5,84,395.5
"Portugal - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Portugal,274,234.5,86,355
"North Korea - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),North Korea,308,250.5,81,545.5
"Japan - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Japan,286,269,94,383
"Italy - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Italy,846,288,34,1051
"Belgium - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Belgium,363.5,314.5,87,570
"Argentina - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Argentina,384.5,329.5,86,639.5
"Netherlands - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Netherlands,429.5,335.5,78,719
"Australia - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Australia,584,380,65,711
"Hong Kong - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Hong Kong,520.5,411,79,524.5
"United States - Twitter, 2012 (2nd half)",Twitter,2012,2012 (2nd half),United States,815,562,69,1145
"Mexico - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Mexico,661.5,597,90,1489.5
"Italy - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Italy,759.5,630.5,83,1049
"Germany - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Germany,1550,651,42,1944
"France - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),France,1693,745,44,2063
"Brazil - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),Brazil,1211,799,66,2526
"Spain - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Spain,990.5,834,84,1700
"Brazil - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Brazil,1107,934.5,84,2088
"Australia - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Australia,1119,949.5,85,1540.5
"United Kingdom - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),United Kingdom,1458,1021,70,1918
"India - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),India,2431,1604,66,4106
"Taiwan - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Taiwan,2190.5,1889.5,86,4152.5
"United Kingdom - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),United Kingdom,4613,3528.5,76,7150.5
"Germany - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Germany,4209.5,3544,84,6613
"France - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),France,4301.5,3688.5,86,8986.5
"United States - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),United States,5536.5,4370,79,12282.5
"Turkey - Microsoft, 2012 (2nd half)",Microsoft,2012,2012 (2nd half),Turkey,5717,4498.5,79,7038.5
"United States - Google, 2012 (2nd half)",Google,2012,2012 (2nd half),United States,8438,7440,88,14791
"Germany - LeaseWeb, 2012 (2nd half)",LeaseWeb,2012,2012 (2nd half),Germany,116.5,,,
"Netherlands - LeaseWeb, 2012 (2nd half)",LeaseWeb,2012,2012 (2nd half),Netherlands,23,,,
"United States - LeaseWeb, 2012 (2nd half)",LeaseWeb,2012,2012 (2nd half),United States,6,,,
"Argentina - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),Argentina,1,0,0,1
"Argentina - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Argentina,5.5,0,0,5.5
"Australia - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),Australia,1,0,0,1
"Australia - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Australia,5.5,0,0,
"Bangladesh - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Bangladesh,1,0,0,12
"Barbados - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Barbados,3,0,0,3
"Belarus - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Belarus,1,0,0,1
"Botswana - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Botswana,3,0,0,7
"Brazil - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Brazil,8,0,0,8
"Brazil - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Brazil,1,0,0,
"Bulgaria - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Bulgaria,1,0,0,1
"Cambodia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Cambodia,1,0,0,1
"Chile - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Chile,1,0,0,
"Costa Rica - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Costa Rica,4,0,0,6
"Croatia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Croatia,2,0,0,2
"Ecuador - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Ecuador,2,0,0,3
"Egypt - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Egypt,8,0,0,11
"El Salvador - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),El Salvador,2,0,0,2
"France - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),France,0.5,0,0,
"French Southern Territories - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),French Southern Territories,1,0,0,1
"Germany - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),Germany,2,0,0,2
"Germany - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Germany,2.5,0,0,
"Greece - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Greece,0.5,0,0,
"Greece - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Greece,5.5,0,0,5.5
"Hungary - Google, 2013 (1st half)",Google,2013,2013 (1st half),Hungary,86,0,0,104
"India - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),India,5.5,0,0,5.5
"Italy - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),Italy,1,0,0,1
"Italy - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Italy,22,0,0,22
"Ivory Coast - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Ivory Coast,4,0,0,4
"Japan - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Japan,1,0,0,1
"Kosovo - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Kosovo,2,0,0,11
"Kuwait - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Kuwait,5.5,0,0,5.5
"Malaysia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Malaysia,7,0,0,197
"Mexico - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Mexico,11,0,0,19
"Mongolia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Mongolia,2,0,0,2
"Montenegro - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Montenegro,2,0,0,2
"Panama - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Panama,2,0,0,2
"Philippines - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Philippines,5.5,0,0,5.5
"Poland - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Poland,1,0,0,2
"Qatar - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Qatar,3,0,0,3
"Russia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Russia,1,0,0,1
"Russia - Google, 2013 (1st half)",Google,2013,2013 (1st half),Russia,103,0,0,130
"San Marino - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),San Marino,2,0,0,2
"Saudi Arabia - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Saudi Arabia,5.5,0,0,5.5
"Serbia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Serbia,1,0,0,1
"Singapore - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Singapore,5.5,0,0,5.5
"Slovenia - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Slovenia,0.5,0,0,
"South Africa - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),South Africa,14,0,0,9
"South Korea - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),South Korea,5.5,0,0,5.5
"Spain - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),Spain,2,0,0,2
"Spain - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Spain,13,0,0,14
"Switzerland - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Switzerland,5.5,0,0,5.5
"Thailand - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Thailand,2,0,0,5
"Turkey - Google, 2013 (1st half)",Google,2013,2013 (1st half),Turkey,204,0,0,163
"Turkey - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),Turkey,1,0,0,1
"Turkey - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Turkey,0.5,0,0,
"Turkey - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Turkey,5.5,0,0,5.5
"Uganda - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Uganda,1,0,0,1
"United Kingdom - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),United Kingdom,4,0,0,4
"Venezuela - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Venezuela,5.5,0,0,5.5
"Austria - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Austria,2,1,50,2
"Bahamas - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Bahamas,1,1,100,1
"Belarus - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Belarus,1,1,100,1
"Bosnia and Herzegovina - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Bosnia and Herzegovina,4,1,25,11
"British Virgin Islands - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),British Virgin Islands,1,1,100,1
"Canada - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),Canada,5.5,1,18,
"Cyprus - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Cyprus,3,1,33,4
"Czech Republic - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Czech Republic,2,1,50,2
"Denmark - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),Denmark,1,1,100,1
"French Polynesia - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),French Polynesia,1,1,100,1
"Hong Kong - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Hong Kong,1,1,100,1
"Iceland - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Iceland,1,1,100,1
"Latvia - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Latvia,1,1,100,1
"Lithuania - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Lithuania,6,1,17,7
"Moldova - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Moldova,1,1,100,2
"Monaco - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Monaco,2,1,50,2
"Nepal - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Nepal,3,1,33,3
"Netherlands - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Netherlands,4,1,25,4
"New Zealand - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),New Zealand,3,1,33,3
"New Zealand - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),New Zealand,2,1,50,
"Philippines - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Philippines,4,1,25,4
"Qatar - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Qatar,1,1,100,1
"Russia - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Russia,1,1,100,1
"South Korea - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),South Korea,7,1,14,15
"Switzerland - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Switzerland,6,1,17,6
"Trinidad and Tobago - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Trinidad and Tobago,1,1,100,2
"Uruguay - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Uruguay,1,1,100,1
"Bulgaria - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Bulgaria,2,2,100,4
"Canada - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Canada,12,2,17,13
"Chile - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Chile,6,2,33,6
"France - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),France,18,2,11,35
"Norway - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Norway,6,2,33,6
"Peru - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Peru,13,2,15,14
"Portugal - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Portugal,2,2,100,2
"South Korea - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),South Korea,4,2,50,4
"China - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),China,3,3,100,42
"Estonia - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Estonia,3,3,100,6
"Ireland - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Ireland,5,3,60,5
"Lithuania - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Lithuania,6,3,50,20
"Macedonia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Macedonia,9,3,33,11
"Russia - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Russia,3,3,100,6
"Slovenia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Slovenia,6,3,50,8
"Sweden - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Sweden,7,3,43,7
"Taiwan - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Taiwan,4,3,75,4
"United Kingdom - Tumblr, 2013 (1st half)",Tumblr,2013,2013 (1st half),United Kingdom,8,3.5,44,
"Canada - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Canada,6,4,67,6
"Colombia - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Colombia,27,4,15,41
"Netherlands - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Netherlands,11,4,36,15
"Switzerland - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Switzerland,32,4,13,36
"Ukraine - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Ukraine,5,4,80,32
"United Kingdom - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),United Kingdom,26,4,15,29
"Albania - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Albania,6,5,83,12
"Belgium - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Belgium,13,5,38,20
"Iceland - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Iceland,6,5,83,7
"Norway - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Norway,16,5,31,16
"United States - Sonic.net, 2013 (1st half)",Sonic.net,2013,2013 (1st half),United States,8.5,5,59,
"Australia - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Australia,5.5,5.5,25,58
"Ecuador - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Ecuador,5.5,5.5,100,5.5
"Germany - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Germany,5.5,5.5,17,5.5
"Ireland - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Ireland,5.5,5.5,100,5.5
"Netherlands - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Netherlands,5.5,5.5,33,5.5
"Austria - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Austria,35,6,17,41
"Czech Republic - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Czech Republic,10,6,60,13
"Denmark - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Denmark,11,6,55,11
"Denmark - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Denmark,11,6,55,11
"Germany - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Germany,93,6,6,93
"Austria - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Austria,9,7,78,15
"Brazil - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Brazil,22,7,32,44
"Dominican Republic - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Dominican Republic,7,7,100,79
"New Zealand - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),New Zealand,9,7,78,9
"United States - CREDO, 2013 (1st half)",CREDO,2013,2013 (1st half),United States,8,7,88,
"El Salvador - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),El Salvador,9,9,100,15
"Finland - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Finland,12,9,75,15
"Greece - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Greece,10,9,90,64
"Hungary - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Hungary,25,9,36,24
"Panama - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Panama,10,9,90,18
"Japan - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Japan,42,10,24,49
"Romania - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Romania,16,10,63,36
"Sweden - Google, 2013 (1st half)",Google,2013,2013 (1st half),Sweden,36,12,33,71
"Canada - Google, 2013 (1st half)",Google,2013,2013 (1st half),Canada,49,13,27,80
"Singapore - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Singapore,23,13,57,23
"Japan - Twitter, 2013 (1st half)",Twitter,2013,2013 (1st half),Japan,87,14,16,103
"Slovakia - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Slovakia,15,14,93,18
"United States - CloudFlare, 2013 (1st half)",CloudFlare,2013,2013 (1st half),United States,25,14,56,20.5
"Venezuela - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Venezuela,15,14,93,28
"Ireland - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Ireland,17,15,88,17
"Ecuador - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Ecuador,17,17,100,18
"France - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),France,71,17,24,72
"Ireland - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Ireland,40,20,50,69
"Poland - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Poland,233,21,9,158
"Italy - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Italy,60,22,37,76
"Spain - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Spain,102,22,22,104
"Denmark - Google, 2013 (1st half)",Google,2013,2013 (1st half),Denmark,37,24,65,56
"Hong Kong - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Hong Kong,32,24,75,33
"Ireland - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Ireland,34,24,71,40
"Malta - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Malta,29,24,83,34
"Finland - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Finland,29,25,86,48
"Israel - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Israel,34,25,74,66
"Czech Republic - Google, 2013 (1st half)",Google,2013,2013 (1st half),Czech Republic,63,26,41,67
"Czech Republic - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Czech Republic,34,26,76,62
"Pakistan - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Pakistan,35,27,77,47
"Peru - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Peru,29,27,93,77
"Switzerland - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Switzerland,43,27,63,80
"Canada - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Canada,29,28,97,43
"New Zealand - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),New Zealand,34,28,82,43
"Mexico - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Mexico,78,29,37,127
"Netherlands - Google, 2013 (1st half)",Google,2013,2013 (1st half),Netherlands,45,29,64,46
"Sweden - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Sweden,54,29,54,66
"Mexico - Google, 2013 (1st half)",Google,2013,2013 (1st half),Mexico,83,32,39,98
"Thailand - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Thailand,44,37,84,56
"Israel - Google, 2013 (1st half)",Google,2013,2013 (1st half),Israel,64,38,59,105
"Australia - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),Australia,74,40,54,75
"Poland - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Poland,55,40,73,76
"United States - LinkedIn, 2013 (1st half)",LinkedIn,2013,2013 (1st half),United States,70,40,57,84
"Argentina - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Argentina,152,41,27,218
"Costa Rica - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Costa Rica,48,43,90,61
"Luxembourg - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Luxembourg,55,43,78,121
"Turkey - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Turkey,96,45,47,170
"United Kingdom - Apple, 2013 (1st half)",Apple,2013,2013 (1st half),United Kingdom,127,47,37,141
"Malta - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Malta,89,53,60,97
"Chile - Google, 2013 (1st half)",Google,2013,2013 (1st half),Chile,106,54,51,166
"Argentina - Google, 2013 (1st half)",Google,2013,2013 (1st half),Argentina,114,55,48,132
"Israel - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Israel,113,57,50,132
"Hungary - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Hungary,70,58,83,127
"Switzerland - Google, 2013 (1st half)",Google,2013,2013 (1st half),Switzerland,80,58,73,105
"Canada - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Canada,69,59,86,200
"Singapore - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Singapore,66,60,91,92
"New Zealand - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),New Zealand,106,61,58,119
"Norway - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Norway,74,62,84,131
"Singapore - Google, 2013 (1st half)",Google,2013,2013 (1st half),Singapore,111,65,59,141
"Greece - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Greece,122,66,54,141
"Portugal - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Portugal,177,74,42,213
"Singapore - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Singapore,107,75,70,117
"Singapore - Yahoo, 2013 (1st half)",Yahoo,2013,2013 (1st half),Singapore,138,75,54,189
"Portugal - Google, 2013 (1st half)",Google,2013,2013 (1st half),Portugal,261,78,30,322
"Canada - Facebook, 2013 (1st half)",Facebook,2013,2013 (1st half),Canada,192,84,44,219
"Colombia - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Colombia,97,84,87,170
"Hong Kong - Google, 2013 (1st half)",Google,2013,2013 (1st half),Hong Kong,253,86,34,259
"Denmark - Microsoft, 2013 (1st half)",Microsoft,2013,2013 (1st half),Denmark,107,89,83,256
